cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,absolute-pressure,      x-velocity,      y-velocity,      z-velocity
     13433,-1.112814024E-01,-8.540792763E-02, 4.234610870E-02,-4.605910938E+04,-3.449475169E-01, 7.686160207E-01,-1.089136243E+00
     13434,-1.099683493E-01,-1.029356346E-01, 5.655079335E-02,-3.820875000E+04, 1.054458261E+00,-1.695413142E-01, 3.166296482E+00
     13435,-8.863722533E-02, 1.554949395E-02, 5.528726056E-02,-4.877598438E+04,-1.260164142E+00,-3.452054858E-01, 4.152920246E+00
     13436,-8.836202323E-02, 1.536149159E-02, 5.502023175E-02,-4.998757813E+04,-1.299231291E+00,-2.629521191E-01, 3.951585054E+00
     13437, 2.419460565E-03,-5.893344991E-03,-4.792013019E-02, 5.657235156E+04,-5.413648486E-02, 1.161255911E-01, 2.935750246E+00
     13438,-8.897512406E-02, 1.600261405E-02, 5.509876460E-02,-4.786173438E+04,-1.291278243E+00,-3.508760333E-01, 4.232204914E+00
     13439,-6.307764351E-02, 2.874488197E-02, 5.788196996E-02,-3.616331250E+04,-2.249263287E+00, 3.693716526E-01, 3.687403202E+00
     13440,-1.075511146E-02,-8.366523683E-02, 5.937134847E-02,-4.057709375E+04, 1.563920856E+00, 1.865645528E+00, 4.146176815E+00
     13441,-1.044563111E-02,-8.589532226E-02, 6.274235994E-02,-3.132150000E+04, 1.611528039E+00, 1.868268609E+00, 4.139579773E+00
     13442,-1.115472093E-01,-8.552029729E-02, 4.137131572E-02,-4.704545313E+04,-2.801762521E-01, 6.940007210E-01,-1.250043273E+00
     13443,-1.414123476E-01,-6.146296859E-02,-1.896704920E-02,-5.937659375E+04,-3.207975626E-01, 6.590636373E-01,-7.436187267E-01
     13444,-1.296938360E-01,-7.911298424E-02,-3.478187323E-02, 4.652102344E+04, 3.636289835E-01,-7.198085189E-01, 3.109406471E+00
     13445,-2.288244478E-02,-1.031377763E-01,-1.525114384E-02,-7.299073438E+04, 5.967237800E-02, 2.838783264E-01, 2.301634789E+00
     13446,-9.457945824E-02,-1.094470024E-01,-2.559858933E-02,-6.576489063E+04,-5.098935366E-01, 4.862463474E-01,-1.325013041E-01
     13447,-9.424439073E-02,-1.121482402E-01,-2.540245838E-02,-6.323820313E+04,-1.033713460E+00, 3.137460649E-01,-8.646506071E-01
     13448,-1.268801093E-01,-6.253213435E-02, 5.451971665E-02,-3.960615625E+04, 4.734383225E-01,-1.977244020E+00, 4.472597122E+00
     13449,-1.292342544E-01,-6.242745370E-02, 5.171410739E-02,-3.923950000E+04, 4.429368675E-01,-2.024522305E+00, 4.526000023E+00
     13450,-1.312131137E-01,-5.749485642E-02,-3.793057799E-02, 8.015629688E+04, 5.173846483E-01,-9.153242707E-01, 1.476217389E+00
     13451,-1.306615174E-01,-5.826389790E-02,-3.745567054E-02, 7.936021094E+04, 4.945958257E-01,-9.202727079E-01, 1.742606878E+00
     13452,-4.597314075E-02,-1.179506183E-01, 3.887832910E-02,-4.273809375E+04,-4.883630872E-01,-7.966370881E-02,-1.177903414E+00
     13453,-4.658000171E-02,-1.162800267E-01, 3.971841559E-02,-4.355993750E+04,-4.744559824E-01,-8.206445724E-02,-1.194199085E+00
     13454,-1.310951412E-01,-5.674975738E-02,-3.862649202E-02, 8.353267969E+04, 4.570947289E-01,-6.993912458E-01, 1.293520093E+00
     13455,-1.272597760E-01,-1.830984605E-03,-4.182315897E-04,-5.768276563E+04, 1.550507993E-01, 1.031301498E+00,-5.231674910E-01
     13456,-1.294817626E-01,-6.412217766E-02,-2.770080231E-02, 5.241495313E+04, 5.854188204E-01,-1.081399441E+00, 2.553451777E+00
     13457,-7.634476293E-03, 4.740431905E-03,-1.221049298E-02,-3.390937500E+02,-9.628214836E-01, 1.182295680E+00, 4.082612514E+00
     13458,-5.106198136E-03, 5.403097719E-03,-1.054598764E-02, 1.112445313E+03,-1.032155156E+00, 1.168371201E+00, 3.967256069E+00
     13459,-1.173271984E-01,-1.043187901E-01, 3.761063516E-02,-4.327526563E+04, 1.427893400E+00,-1.056490898E+00, 4.176146984E+00
     13460,-1.408787966E-01,-5.359584466E-02,-4.342179373E-02, 8.180226563E+04,-1.101855516E+00, 1.260519266E+00, 1.097537994E+00
     13461,-1.403091550E-01,-5.374891683E-02,-4.354586452E-02, 8.758467188E+04,-1.502938122E-01,-1.560483593E-02, 1.170576572E+00
     13462,-1.322095245E-01,-8.944300562E-02, 4.625308793E-03,-5.610103125E+04,-4.728137851E-01, 6.796346903E-01,-1.234101534E+00
     13463,-1.319274306E-01,-8.936959505E-02, 4.922774620E-03,-5.586550000E+04,-4.342671633E-01, 7.648009658E-01,-1.340860009E+00
     13464,-9.609225392E-02, 2.995242551E-02,-3.854079545E-02, 1.122890625E+04,-3.338949382E-02,-1.248441171E-02, 4.059176445E+00
     13465,-9.606867284E-02, 2.761239000E-02,-3.997435421E-02, 1.243791406E+04,-3.577456996E-02, 6.440598983E-03, 4.132343292E+00
     13466,-1.176399067E-01,-1.044126004E-01, 3.697806224E-02,-4.338459375E+04, 1.397973895E+00,-9.988213778E-01, 4.061527252E+00
     13467,-1.293162256E-01,-6.283418089E-02,-2.926025540E-02, 5.483475781E+04, 6.446992755E-01,-1.011540294E+00, 2.466730833E+00
     13468,-1.297033727E-01,-6.342295557E-02,-2.900477499E-02, 5.478658594E+04, 5.796440840E-01,-1.055069089E+00, 2.585991621E+00
     13469, 6.206593942E-03,-4.330476001E-02,-1.002123952E-02,-4.262562500E+04,-2.712224983E-02, 1.333671212E+00, 4.768083572E+00
     13470, 1.053166389E-02,-4.342910275E-02,-1.034614630E-02,-4.277903125E+04, 2.993386425E-02, 1.235007405E+00, 4.850664139E+00
     13471,-1.380998194E-01,-7.359892875E-02,-2.483198978E-02, 4.733164453E+04, 6.795303822E-01,-1.283984065E+00, 2.464685440E+00
     13472,-1.379923224E-01,-7.314603031E-02,-2.528391592E-02, 4.774871094E+04, 6.800443530E-01,-1.281588793E+00, 2.517722368E+00
     13473,-1.405044645E-01,-5.233344436E-02,-4.320416227E-02, 5.692582031E+04,-8.949401975E-01, 1.325035214E+00, 2.083040476E+00
     13474,-1.317228526E-01,-8.965779841E-02, 4.861284047E-03,-5.602054688E+04,-3.999660313E-01, 8.820258975E-01,-1.356405377E+00
     13475,-1.320049465E-01,-8.973121643E-02, 4.563818686E-03,-5.566295313E+04,-4.269826710E-01, 6.728218794E-01,-1.189739227E+00
     13476,-1.261026114E-01,-7.351130992E-02,-2.075141296E-03,-5.631371875E+04,-1.302394271E-01, 6.806353331E-01,-8.935128450E-01
     13477,-1.266697943E-01,-7.397492975E-02,-3.146493807E-03,-5.589378125E+04,-9.377574176E-02, 6.322157383E-01,-8.233700395E-01
     13478,-1.177154779E-01,-1.043468416E-01, 3.581364453E-02,-4.207514063E+04, 1.495854020E+00,-1.186963320E+00, 4.262147903E+00
     13479,-7.861259393E-03,-6.349323690E-02,-1.122050104E-03,-2.274402344E+04, 6.114069819E-01, 2.009177446E+00, 4.367051601E+00
     13480,-8.047181182E-03,-6.153687090E-02,-1.805771957E-03,-2.481411719E+04, 6.042467952E-01, 1.987475514E+00, 4.299930096E+00
     13481,-1.369067281E-01,-7.037912309E-02,-2.793611772E-02, 4.831162891E+04, 7.112429142E-01,-1.198646784E+00, 2.473251343E+00
     13482,-1.363788545E-01,-7.024311274E-02,-2.759535238E-02, 4.856759766E+04, 7.854331732E-01,-1.014879584E+00, 2.527987003E+00
     13483,-2.169672400E-03,-5.915933847E-02, 5.224247649E-02,-5.330682813E+04,-7.538940907E-01,-1.887088716E-01,-4.935609996E-01
     13484,-3.036919981E-03,-5.667494610E-02, 5.227692425E-02,-5.249393750E+04,-1.081202269E+00,-5.353015661E-01,-7.286749482E-01
     13485,-4.906260967E-02,-1.203458682E-01, 2.462368645E-02,-4.527221875E+04,-7.775163054E-01,-8.942332864E-02,-1.553427935E+00
     13486,-4.841149598E-02,-1.203676164E-01, 2.470523864E-02,-4.496106250E+04,-8.276832700E-01, 4.727797955E-02,-1.491546154E+00
     13487,-1.384791732E-01,-7.308115065E-02,-2.618041635E-02, 4.844886328E+04, 6.997923255E-01,-1.407942772E+00, 2.562805891E+00
     13488,-1.297833174E-01,-6.407092512E-02,-2.822413668E-02, 5.228140234E+04, 5.756482482E-01,-1.041493416E+00, 2.504885197E+00
     13489,-1.187817678E-01,-8.132795803E-03,-1.283619436E-03,-5.031734375E+04,-1.105481267E+00,-3.002931774E-01, 1.214666843E+00
     13490,-1.175833344E-01,-6.941819564E-03,-1.171198441E-03,-5.051540625E+04,-1.093972683E+00,-8.132386804E-01, 1.757405281E+00
     13491,-1.401235312E-01,-5.309500173E-02,-4.351961985E-02, 8.333295313E+04,-4.437578321E-01, 6.019643545E-01, 1.479590893E+00
     13492,-1.267350465E-01,-7.444903255E-02,-2.773849759E-03,-5.595320313E+04,-6.928259134E-02, 6.458457708E-01,-8.157653213E-01
     13493,-1.261678636E-01,-7.398541272E-02,-1.702497131E-03,-5.622685938E+04,-1.175555661E-01, 6.341529489E-01,-8.858516812E-01
     13494,-4.859449342E-02,-1.206900477E-01, 2.539670281E-02,-4.446284375E+04,-7.257565260E-01,-9.447020292E-02,-1.518784404E+00
     13495,-1.459207013E-02, 1.275064424E-02, 3.818248212E-02,-4.897706250E+04, 4.630707502E-01,-6.522692442E-01,-1.651699185E+00
     13496,-1.300074011E-01,-6.336345524E-02,-2.953029983E-02, 5.530121875E+04, 5.489056110E-01,-9.307344556E-01, 2.369364262E+00
     13497,-4.830957204E-02,-1.211779416E-01, 2.577234432E-02,-4.439295313E+04,-6.548209190E-01,-1.300617903E-01,-1.520110488E+00
     13498,-1.355548799E-01,-7.050609589E-02,-2.688917331E-02, 4.812905859E+04, 8.219278455E-01,-1.126797318E+00, 2.514461994E+00
     13499,-1.366571188E-01,-6.949887425E-02,-2.886033058E-02, 5.198058594E+04, 6.794826984E-01,-8.478878140E-01, 2.531241655E+00
     13500,-4.807773232E-02,-1.205641031E-01, 2.614502050E-02,-4.426729688E+04,-7.371985316E-01,-9.170799702E-02,-1.498749256E+00
     13501,-1.362565607E-01,-6.980647892E-02,-2.805783600E-02, 4.926792188E+04, 8.155103922E-01,-9.494707584E-01, 2.482884884E+00
     13502,-4.229744896E-02, 2.916211635E-02, 7.169602811E-02,-3.023437500E+00,-1.806201577E+00, 5.164018869E-01, 3.924350500E+00
     13503,-1.142383069E-01,-8.874537051E-02, 6.967246532E-02,-4.003093750E+04, 1.930702925E-01,-8.401660919E-01, 4.003161192E-01
     13504,-1.149009019E-01,-9.139627218E-02, 6.655790657E-02,-4.044100000E+04, 2.724873126E-01,-5.229511857E-01, 3.949458897E-01
     13505,-1.133026704E-01,-1.085182428E-01, 5.003515631E-02,-3.697342188E+04, 1.164118052E+00,-6.692576408E-01, 3.648319244E+00
     13506,-4.804374278E-02,-1.208363920E-01, 2.672196180E-02,-4.391995313E+04,-6.529831290E-01,-1.059136465E-01,-1.484296918E+00
     13507,-4.428260401E-02,-1.192646325E-01,-2.367583947E-04,-3.057731250E+04, 1.806068301E+00, 5.134799480E-01, 4.517869473E+00
     13508,-4.550921172E-02,-1.164074391E-01, 1.913039596E-03,-3.157734375E+04, 1.895864964E+00, 5.333045125E-01, 4.522360802E+00
     13509, 7.266936358E-03,-4.410791397E-02,-1.378785074E-02,-3.761850000E+04,-5.344294757E-02, 1.089103699E+00, 4.706952572E+00
     13510,-8.301958442E-02, 2.562481910E-02, 8.458838798E-03,-3.592671875E+04,-2.051315308E+00,-5.439180732E-01, 4.552642345E+00
     13511,-1.374624372E-01,-6.885542721E-02,-3.044975549E-02, 6.100336719E+04, 5.529081225E-01,-8.838908076E-01, 2.128486395E+00
     13512,-1.369287074E-01,-6.874077022E-02,-3.011852689E-02, 6.047864844E+04, 7.086629868E-01,-6.940088868E-01, 2.269970179E+00
     13513,-1.110100523E-01,-1.053190008E-01, 5.412213504E-02,-3.899715625E+04, 1.450897813E+00,-5.190464258E-01, 4.456547737E+00
     13514,-1.112122089E-01,-1.055065915E-01, 5.365471542E-02,-3.834879688E+04, 1.400053024E+00,-5.387225151E-01, 4.376617908E+00
     13515,-5.160598829E-02,-1.106363460E-01, 3.352963179E-02,-4.642957813E+04,-6.597641110E-01, 2.434551567E-01,-1.154217482E+00
     13516,-5.326429009E-02,-1.129850894E-01, 3.446598351E-02,-4.578673438E+04,-4.591347873E-01, 4.980061352E-01,-2.450609803E-01
     13517,-4.849887267E-02,-1.209441647E-01, 2.723594755E-02,-4.415165625E+04,-6.021426916E-01,-1.039884165E-01,-1.504952550E+00
     13518,-1.371936798E-01,-6.796391308E-02,-3.136589006E-02, 6.331975781E+04, 7.344576120E-01,-6.964692473E-01, 2.091110229E+00
     13519,-1.365286708E-01,-6.905958056E-02,-2.932262607E-02, 5.576328906E+04, 7.732566595E-01,-7.420539856E-01, 2.213846684E+00
     13520,-1.280338168E-01,-8.628581464E-02, 1.533644507E-03,-1.503591406E+04, 1.445195913E+00,-1.481345057E+00, 3.749313593E+00
     13521,-1.369595760E-03,-8.689595014E-02, 4.442194849E-02,-5.160256250E+04, 1.042666554E+00, 1.504417896E+00, 2.185210705E+00
     13522,-3.929955419E-03,-8.446364850E-02, 4.310422018E-02,-5.364254688E+04, 1.042162180E+00, 1.181038022E+00, 2.410037279E+00
     13523,-1.367969811E-01,-6.830021739E-02,-3.057849035E-02, 6.119633203E+04, 7.669208050E-01,-6.392678618E-01, 1.990910053E+00
     13524,-1.113188192E-01,-1.063865647E-01, 5.330016837E-02,-3.749776563E+04, 1.313136697E+00,-6.851890683E-01, 4.141358852E+00
     13525,-1.381524503E-01,-3.365098685E-02,-4.011805728E-02, 8.708781250E+03,-2.743203007E-02,-7.048396766E-02, 4.161812305E+00
     13526,-1.376152039E-01,-3.224045783E-02,-4.335014522E-02, 1.416375781E+04,-1.111114211E-02,-1.287003309E-01, 4.035875797E+00
     13527,-1.063431986E-02,-8.078937978E-02, 4.561780021E-02,-5.368017188E+04, 1.140189886E+00, 1.253713012E+00, 3.456778049E+00
     13528,-1.031355374E-02,-8.150362968E-02, 4.904251173E-02,-4.928943750E+04, 1.280623913E+00, 1.427199721E+00, 3.588389635E+00
     13529,-1.284620017E-01,-8.565761894E-02, 2.476960944E-04,-1.025146875E+04, 1.394526482E+00,-1.448651910E+00, 3.636904001E+00
     13530,-1.289478242E-01,-8.590573072E-02,-1.306724153E-04,-6.774062500E+03, 1.303176761E+00,-1.513753295E+00, 3.762958527E+00
     13531,-7.783346623E-02, 1.863426529E-02, 9.524825960E-03,-4.358234375E+04,-2.163684607E+00,-5.116591454E-01, 4.638856888E+00
     13532,-7.838322222E-02, 1.972193085E-02, 7.461620960E-03,-3.791526563E+04,-2.167394400E+00,-4.864815474E-01, 4.593209267E+00
     13533,-1.426106840E-01,-5.112294108E-02,-4.317981377E-02, 4.402629688E+04,-3.691991270E-01, 1.867816687E+00, 2.533891678E+00
     13534,-1.437335610E-01,-5.079437047E-02,-4.405245185E-02, 5.268893359E+04,-2.338316292E-01, 1.385750651E+00, 2.620038271E+00
     13535,-1.284558177E-01,-6.606426090E-02,-2.415836230E-02, 4.482410547E+04, 5.937885046E-01,-1.234789848E+00, 2.859806538E+00
     13536,-1.379348040E-01,-6.785306334E-02,-3.271868080E-02, 6.388870703E+04, 7.530770898E-01,-9.220274091E-01, 2.108431101E+00
     13537,-1.370561123E-01,-6.751734763E-02,-3.182335943E-02, 6.310925781E+04, 8.028553128E-01,-6.217738986E-01, 1.807128429E+00
     13538,-1.288849413E-01,-8.501854539E-02,-1.034599030E-03,-7.008929688E+03, 1.430883646E+00,-1.383416414E+00, 3.437678576E+00
     13539,-1.280081868E-01,-8.584531397E-02, 1.080950256E-03,-1.400037500E+04, 1.455599070E+00,-1.512729049E+00, 3.795766830E+00
     13540,-4.427380860E-02,-1.184369251E-01,-2.202550322E-02,-5.084343750E+03, 1.041810870E+00, 1.892396808E-01, 4.290546894E+00
     13541,-1.274538934E-01,-6.695842743E-02,-2.326065674E-02, 4.237428516E+04, 6.590479612E-01,-1.290427566E+00, 2.917602301E+00
     13542,-1.285107434E-01,-6.670925021E-02,-2.337353118E-02, 4.302483984E+04, 6.348345876E-01,-1.247603893E+00, 2.839744806E+00
     13543,-1.287554502E-01,-9.281586111E-02, 3.522105748E-03,-1.472325000E+04, 1.357637048E+00,-1.721681237E+00, 3.956123114E+00
     13544,-1.288061887E-01,-9.230814874E-02, 4.142414313E-03,-1.747319531E+04, 1.374192238E+00,-1.711935282E+00, 4.024027348E+00
     13545,-1.284323633E-01,-8.521738648E-02,-2.042262204E-04,-8.283000000E+03, 1.355410695E+00,-1.509137630E+00, 3.689725161E+00
     13546,-6.811222434E-02, 3.169422224E-02,-1.406197622E-02, 1.700317969E+04,-1.728894830E+00,-2.154678553E-01, 3.442373276E+00
     13547,-1.890857588E-03,-2.577471547E-03,-6.799702067E-03, 3.404242188E+03,-1.303333402E+00, 1.718784928E+00, 3.588283539E+00
     13548,-1.792144612E-03,-1.242378843E-03,-7.466806564E-03, 3.701445313E+03,-1.146269321E+00, 1.641719818E+00, 3.566032648E+00
     13549,-1.367292255E-01,-7.030876726E-02, 5.694429576E-02,-2.876060938E+04, 6.863548160E-01,-2.118604660E+00, 4.068516731E+00
     13550,-1.283252388E-01,-6.478437036E-02,-2.573238872E-02, 4.754261328E+04, 5.791990161E-01,-1.252530098E+00, 2.790848255E+00
     13551,-1.286958307E-01,-6.538143009E-02,-2.547007613E-02, 4.716685938E+04, 5.657160282E-01,-1.216845751E+00, 2.785196781E+00
     13552,-1.127656400E-01,-9.642738104E-02, 4.069364816E-02,-5.036114063E+04, 1.492867827E+00,-9.276138544E-01, 4.721211910E+00
     13553,-1.124516800E-01,-9.763269871E-02, 4.135246947E-02,-4.995498438E+04, 1.495221972E+00,-1.005855918E+00, 4.773450851E+00
     13554,-6.296768785E-03, 6.288817152E-03,-3.228244185E-02, 2.280243750E+04,-4.378974736E-01, 5.181438923E-01, 3.730514765E+00
     13555,-1.305843890E-01,-5.460639670E-02,-2.273098007E-02,-6.350501563E+04, 7.135378569E-02,-1.408720136E+00, 1.162491322E+00
     13556,-1.287588924E-01,-6.602506340E-02,-2.468303591E-02, 4.599683203E+04, 5.814612508E-01,-1.250962257E+00, 2.665429115E+00
     13557,-2.930406854E-02, 5.798984319E-03,-2.474790812E-02,-2.214470313E+04,-9.597076774E-01, 7.188377380E-01, 4.727595806E+00
     13558,-2.914783731E-02, 7.686140016E-03,-2.446913347E-02,-2.577536719E+04,-9.914493561E-01, 6.169759631E-01, 4.795927525E+00
     13559,-1.289988458E-01,-6.533676386E-02,-2.599661425E-02, 4.782687109E+04, 5.610769987E-01,-1.184646010E+00, 2.619561672E+00
     13560,-1.301878691E-01,-5.263705552E-02,-2.374082617E-02,-6.538953125E+04, 4.674971700E-01,-8.904762268E-01, 1.857163191E+00
     13561,-1.307464540E-01,-5.365680158E-02,-2.385195903E-02,-6.767215625E+04, 5.553941801E-02,-1.503988743E+00, 1.242479801E+00
     13562,-1.239217222E-01,-7.629203051E-02,-3.006907646E-03,-6.319351563E+03, 1.105361223E+00,-1.336555958E+00, 3.566819429E+00
     13563,-1.366558522E-01,-5.135628954E-02,-2.913452685E-02,-8.921367188E+04, 1.027708292E+00,-5.774603486E-01, 4.991383851E-01
     13564,-1.389288902E-01,-4.908760265E-02,-2.854320407E-02,-7.164932813E+04, 5.766023397E-01,-1.057682037E-01, 3.078509331E+00
     13565,-1.308989972E-01,-5.438463017E-02,-2.315703966E-02,-6.348887500E+04, 8.713568747E-02,-1.561209679E+00, 1.114603996E+00
     13566,-1.118320674E-01,-1.086954325E-01, 5.706397817E-02,-3.015946875E+04,-2.904397249E-01, 4.558001459E-01,-1.040949345E+00
     13567,-1.120182723E-01,-1.085675955E-01, 5.657986179E-02,-3.179565625E+04,-3.440701663E-01, 4.316331148E-01,-1.146326661E+00
     13568,-1.400861144E-01,-3.018064983E-02,-4.419882223E-02, 1.756553125E+04,-6.794326939E-03,-8.760242164E-02, 3.938496113E+00
     13569,-1.427922100E-01,-2.919687703E-02,-4.347530752E-02, 1.808300000E+04,-5.122327246E-03,-1.147702858E-01, 3.938639402E+00
     13570,-1.065546647E-01,-9.614808857E-02, 6.072257459E-02,-3.758534375E+04, 1.013926864E+00,-6.593809128E-01, 4.075636387E+00
     13571,-1.308792681E-01,-5.276762322E-02,-2.502437867E-02,-6.900020313E+04,-1.451050043E-01,-1.520676851E+00, 1.414686203E+00
     13572,-1.302727163E-01,-5.205019191E-02,-2.453055046E-02,-6.817267188E+04, 5.633543730E-01,-1.022272229E+00, 1.795008898E+00
     13573,-1.242711022E-01,-7.566978037E-02,-4.321888089E-03,-1.428390625E+03, 1.021472931E+00,-1.263967752E+00, 3.385886431E+00
     13574,-1.240144670E-01,-7.500953972E-02,-4.610896111E-03, 1.317296875E+03, 9.176988006E-01,-1.277357697E+00, 3.363328934E+00
     13575, 1.076336764E-02,-5.426941812E-02,-2.506987005E-02,-1.127418750E+04, 7.114104182E-02, 8.066177368E-01, 4.458785057E+00
     13576, 8.111604489E-03,-5.231736973E-02,-2.520154230E-02,-1.382748438E+04, 9.856523573E-02, 6.236657500E-01, 4.649746895E+00
     13577,-1.310517788E-01,-5.345607921E-02,-2.429171093E-02,-6.781160938E+04,-1.817163974E-01,-1.638838649E+00, 1.432261229E+00
     13578, 3.522766288E-03,-7.431921363E-02, 1.621597796E-03,-1.152123438E+04, 7.358649969E-01, 2.121315241E+00, 3.866432190E+00
     13579, 4.258614033E-03,-7.227354497E-02, 3.517841978E-04,-1.137700781E+04, 6.839886904E-01, 1.944651484E+00, 3.997058868E+00
     13580,-8.608260751E-02, 1.651647501E-02, 4.661323130E-02,-5.343206250E+04,-1.532756925E+00,-3.591767251E-01, 4.383441925E+00
     13581,-8.641967177E-02, 1.697782241E-02, 4.647359252E-02,-5.533378125E+04,-1.578748465E+00,-5.434441566E-01, 4.716969967E+00
     13582,-1.125643104E-01,-1.083977520E-01, 5.671691149E-02,-3.204965625E+04,-2.657224536E-01, 2.643628120E-01,-1.071466208E+00
     13583,-5.798919126E-03,-1.496903133E-02,-1.926552504E-02, 2.869176563E+04,-9.117797017E-01, 1.335788488E+00, 3.226113081E+00
     13584,-5.965894088E-03,-1.650861464E-02,-1.932420023E-02, 2.924120313E+04,-8.859670758E-01, 1.403140664E+00, 3.209585667E+00
     13585,-1.311768591E-01,-5.258893222E-02,-2.547568828E-02,-7.442121875E+04,-3.281171322E-01,-1.846911669E+00, 1.799708009E+00
     13586,-1.242212728E-01,-7.631400973E-02,-3.518726677E-03,-4.655406250E+03, 1.110508919E+00,-1.292839170E+00, 3.440606356E+00
     13587,-8.670215309E-02, 1.717185974E-02, 4.675491154E-02,-5.436668750E+04,-1.485891581E+00,-4.919072390E-01, 4.498534203E+00
     13588,-1.327209771E-01,-8.698452264E-02, 7.162319124E-02,-1.272850000E+04, 1.498811841E+00,-2.325146437E+00, 2.761438847E+00
     13589,-1.319440901E-01,-8.667919040E-02, 7.242032886E-02,-1.298781250E+04, 1.397815466E+00,-2.252579927E+00, 2.768790960E+00
     13590,-1.069040895E-01,-9.587872773E-02, 5.929294229E-02,-3.952395313E+04, 1.042687416E+00,-6.851451993E-01, 4.101994991E+00
     13591,-1.066294834E-01,-9.540602565E-02, 5.978119373E-02,-3.892642188E+04, 1.118155479E+00,-8.435554504E-01, 4.413163185E+00
     13592,-1.187534928E-01,-1.002470851E-01, 1.797316223E-02,-3.812384375E+04, 1.615468502E+00,-1.408982396E+00, 4.566003799E+00
     13593,-1.186480299E-01,-1.029200107E-01, 1.723958366E-02,-3.725846875E+04, 1.559016585E+00,-1.352890134E+00, 4.498804092E+00
     13594,-6.631171703E-02,-1.229400188E-01, 2.885574289E-02,-4.818848438E+04, 1.441646695E+00,-2.545287274E-02, 9.561022520E-01
     13595,-6.137151644E-02, 3.033688851E-02, 5.014634132E-02,-3.986709375E+04,-2.044123173E+00, 4.119741023E-01, 3.479989290E+00
     13596,-6.079708785E-02, 2.798327059E-02, 5.313786119E-02,-3.876965625E+04,-2.202716351E+00, 4.568997025E-01, 3.980575323E+00
     13597,-8.991578221E-02,-1.165461689E-01, 6.282132864E-02,-1.111160156E+04, 1.788439631E+00,-5.316923261E-01, 4.032385349E+00
     13598,-9.149783105E-02,-1.185992509E-01, 6.356465071E-02,-1.119057031E+04, 1.638813972E+00,-5.239920616E-01, 3.958785057E+00
     13599,-1.068657041E-01,-9.625201672E-02, 5.976617336E-02,-3.907695313E+04, 1.073502421E+00,-7.566218376E-01, 4.143869877E+00
     13600,-9.397961199E-02, 2.128917724E-02, 5.489089340E-02,-4.205732813E+04,-1.146863937E+00,-6.627639532E-01, 4.034019947E+00
     13601,-9.363158047E-02, 2.084710635E-02, 5.513606966E-02,-4.262165625E+04,-1.179763794E+00,-5.596011281E-01, 3.914000988E+00
     13602,-1.411876976E-01,-6.125769392E-02,-4.079809040E-02, 8.852050000E+04, 2.483804673E-01,-2.801698446E-01, 1.018148422E+00
     13603,-1.059995964E-02,-1.830845489E-03, 1.592299901E-02,-5.492532813E+04, 4.309602976E-01,-6.703894138E-01,-1.278134227E+00
     13604,-9.107590653E-03,-1.365898643E-03, 1.536558662E-02,-5.490504688E+04, 3.936821520E-01,-7.440819144E-01,-1.244701147E+00
     13605,-1.246051192E-01,-9.682667255E-02, 1.733714342E-02,-3.686960938E+04, 1.576776505E+00,-1.462536335E+00, 4.077617168E+00
     13606,-1.407788098E-01,-6.182857230E-02,-4.019809514E-02, 8.286673438E+04, 4.690835476E-01,-6.615981460E-01, 9.487652183E-01
     13607,-2.900922857E-02,-1.015047356E-01,-3.671905398E-02,-7.311798438E+04,-5.483973622E-01, 9.415776730E-01, 3.247391462E+00
     13608,-9.335011244E-02, 2.067059651E-02, 5.490878224E-02,-4.314909375E+04,-1.187224388E+00,-5.066486001E-01, 3.717612743E+00
     13609,-4.226314649E-02,-1.054770947E-01, 5.405801162E-02,-4.504173438E+04, 1.303988576E+00, 7.695854902E-01, 4.665129662E+00
     13610,-4.193672165E-02,-1.032710746E-01, 5.371883884E-02,-4.414759375E+04, 1.478323698E+00, 7.142207623E-01, 4.667549133E+00
     13611,-9.192256629E-02,-1.091446951E-01, 2.542280033E-02,-4.446835938E+04, 1.856814384E+00,-8.346554637E-01, 4.698963165E+00
     13612,-1.072198153E-01,-9.597629309E-02, 5.833248049E-02,-3.934875000E+04, 1.049179196E+00,-6.700401306E-01, 4.039794445E+00
     13613,-1.247784346E-01,-1.966029592E-02,-4.807811975E-02, 3.845819141E+04,-4.318073019E-02,-1.299612522E-01, 3.458404779E+00
     13614,-1.264769435E-01,-1.899957657E-02,-4.877771810E-02, 3.903372266E+04,-9.831064381E-03,-8.403609693E-02, 3.397019625E+00
     13615,-6.063360348E-02, 3.430502862E-02, 5.005379021E-02,-3.888398438E+04,-2.254109144E+00, 3.178793788E-01, 3.302104712E+00
     13616,-1.420316398E-01,-5.996213108E-02,-4.178693518E-02, 9.405471875E+04, 2.233704031E-01, 2.462872565E-01, 4.348680377E-02
     13617,-1.414591968E-01,-6.005168334E-02,-4.163676873E-02, 9.381879688E+04, 2.482184172E-01, 2.662365139E-01, 9.016739577E-02
     13618,-1.250521392E-01,-9.633506835E-02, 1.614618301E-02,-3.635914063E+04, 1.586305618E+00,-1.540133119E+00, 4.090134621E+00
     13619,-1.242544651E-01,-9.715459496E-02, 1.770682074E-02,-3.939628125E+04, 1.617694378E+00,-1.547526240E+00, 4.236750603E+00
     13620,-1.443346124E-02,-7.872153819E-02, 2.582011046E-03,-6.166512500E+04,-1.443275213E-01,-1.568021476E-01,-5.504426956E-01
